,gid,행정동,geometry,coordinates,centroid,인구수,고령인구수,id,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수
296,�쇰씪73b91a,사봉면,"MULTIPOLYGON (((128.3075408504259 35.21166529260778, 128.3075854983739 35.21617340486817, 128.3130787864139 35.21613663553329, 128.3130338348468 35.21162852937677, 128.3075408504259 35.21166529260778)))","[[128.30754085042594, 35.211665292607776], [128.3075854983739, 35.216173404868165], [128.31307878641388, 35.21613663553329], [128.3130338348468, 35.21162852937677], [128.30754085042594, 35.211665292607776]]",POINT (128.3103097423081 35.21390098636656),13.0,8.0,296,0,1,0,0,0,0,0,0
297,�쇰씪54b91a,장재동,"MULTIPOLYGON (((128.0988007129993 35.21287764713897, 128.0988338219339 35.21738596069165, 128.1043274393493 35.21735866236808, 128.1042940267229 35.21285035334719, 128.0988007129993 35.21287764713897)))","[[128.09880071299935, 35.21287764713897], [128.09883382193388, 35.21738596069165], [128.1043274393493, 35.217358662368085], [128.1042940267229, 35.212850353347186], [128.09880071299935, 35.21287764713897]]",POINT (128.1015640000977 35.21511817665871),225.0,96.0,297,0,1,0,0,0,0,0,0
298,�쇰씪72b82b,일반성면,"MULTIPOLYGON (((128.2958076542459 35.13509943591936, 128.2958515290148 35.13960761823076, 128.3013396843742 35.13957144959267, 128.3012955071255 35.13506327329132, 128.2958076542459 35.13509943591936)))","[[128.29580765424586, 35.13509943591936], [128.2958515290148, 35.139607618230755], [128.30133968437417, 35.13957144959267], [128.3012955071255, 35.13506327329132], [128.29580765424586, 35.13509943591936]]",POINT (128.2985735934849 35.13733546497016),0.0,0.0,298,0,0,0,0,0,0,0,0
299,�쇰씪51b88a,신안동,"MULTIPOLYGON (((128.0656531039705 35.18598606585906, 128.0656843490628 35.19049442605868, 128.0711761883868 35.19046864900921, 128.0711446399974 35.18596029309031, 128.0656531039705 35.18598606585906)))","[[128.0656531039705, 35.18598606585906], [128.06568434906285, 35.19049442605868], [128.07117618838683, 35.19046864900921], [128.0711446399974, 35.18596029309031], [128.0656531039705, 35.18598606585906]]",POINT (128.0684145702089 35.18822737925615),1600.0,462.0,299,0,1,0,0,0,0,0,1
300,�쇰씪36b89a,수곡면,"MULTIPOLYGON (((127.9009483958931 35.19566040557477, 127.900970551266 35.20016886821588, 127.9064631763371 35.20015055604998, 127.9064407174929 35.19564209644961, 127.9009483958931 35.19566040557477)))","[[127.90094839589305, 35.19566040557477], [127.90097055126598, 35.20016886821588], [127.90646317633714, 35.20015055604998], [127.90644071749294, 35.19564209644961], [127.90094839589305, 35.19566040557477]]",POINT (127.903705710144 35.19790550233247),0.0,0.0,300,0,0,0,0,0,0,0,0
301,�쇰씪61b77b,금곡면,"MULTIPOLYGON (((128.1747008024722 35.09074892047506, 128.1747379396109 35.09525725850027, 128.1802232715994 35.09522660844844, 128.1801858326081 35.09071827551931, 128.1747008024722 35.09074892047506)))","[[128.17470080247222, 35.09074892047506], [128.17473793961088, 35.09525725850027], [128.1802232715994, 35.095226608448435], [128.18018583260812, 35.09071827551931], [128.17470080247222, 35.09074892047506]]",POINT (128.177461961398 35.09298778641432),8.0,0.0,301,0,0,0,0,0,0,0,0
303,�쇰씪71a90a,사봉면,"MULTIPOLYGON (((128.2799895500624 35.20282907662051, 128.2800326607325 35.20733722559851, 128.2855253904812 35.20730171413389, 128.285481976316 35.20279357105164, 128.2799895500624 35.20282907662051)))","[[128.2799895500624, 35.20282907662051], [128.2800326607325, 35.207337225598515], [128.28552539048124, 35.20730171413389], [128.28548197631596, 35.202793571051636], [128.2799895500624, 35.20282907662051]]",POINT (128.2827573941979 35.20506541761463),43.0,25.0,303,0,1,0,0,0,0,0,0
304,�쇰씪60a86b,금곡면,"MULTIPOLYGON (((128.1588990636985 35.17198920294165, 128.1589354403793 35.17649749493113, 128.1644262418306 35.17646749967638, 128.164389562083 35.17195921266893, 128.1588990636985 35.17198920294165)))","[[128.1588990636985, 35.171989202941646], [128.15893544037934, 35.17649749493113], [128.16442624183063, 35.17646749967638], [128.164389562083, 35.17195921266893], [128.1588990636985, 35.171989202941646]]",POINT (128.1616625768283 35.17422837329518),9.0,,304,0,0,0,0,0,0,0,0
305,�쇰씪50a86b,평거동,"MULTIPOLYGON (((128.0490874893651 35.1725367516035, 128.049117804355 35.17704513455306, 128.0546087545912 35.17702011703162, 128.0545781365017 35.17251173823735, 128.0490874893651 35.1725367516035)))","[[128.04908748936506, 35.172536751603495], [128.04911780435498, 35.17704513455306], [128.05460875459124, 35.17702011703162], [128.05457813650168, 35.172511738237354], [128.04908748936506, 35.172536751603495]]",POINT (128.0518480460618 35.17477845609802),16.0,0.0,305,0,0,0,0,0,0,0,0
306,�쇰씪63a80b,금곡면,"MULTIPOLYGON (((128.1913842507894 35.117706126103, 128.1914223442011 35.12221442834468, 128.1969094635348 35.12218300258206, 128.1968710678736 35.1176747055636, 128.1913842507894 35.117706126103)))","[[128.19138425078935, 35.117706126103], [128.19142234420107, 35.12221442834468], [128.19690946353478, 35.122183002582055], [128.19687106787364, 35.1176747055636], [128.19138425078935, 35.117706126103]]",POINT (128.1941467814211 35.11994458634734),9.0,6.0,306,0,0,0,0,0,0,0,0
307,�쇰씪62a87b,금곡면,"MULTIPOLYGON (((128.1809361943249 35.18088428908433, 128.1809737999596 35.18539255410315, 128.1864651747445 35.18536155306005, 128.1864272659157 35.18085329318968, 128.1809361943249 35.18088428908433)))","[[128.18093619432491, 35.180884289084325], [128.1809737999596, 35.18539255410315], [128.18646517474446, 35.18536155306005], [128.18642726591565, 35.18085329318968], [128.18093619432491, 35.180884289084325]]",POINT (128.183700608561 35.18312294310662),0.0,0.0,307,0,0,0,0,0,0,0,0
308,�쇰씪54b80a,정촌면,"MULTIPOLYGON (((128.0980741734425 35.11369389142903, 128.0981071210231 35.11820227953649, 128.1035940727689 35.1181750807983, 128.1035608229763 35.11366669721182, 128.0980741734425 35.11369389142903)))","[[128.09807417344246, 35.11369389142903], [128.09810712102308, 35.11820227953649], [128.10359407276894, 35.118175080798295], [128.10356082297633, 35.11366669721182], [128.09807417344246, 35.11369389142903]]",POINT (128.1008340473981 35.11593450794037),86.0,41.0,308,0,0,0,0,0,0,0,0
309,�쇰씪55b86a,상평동,"MULTIPOLYGON (((128.1094505813254 35.16773957933859, 128.1094842228552 35.17224791769636, 128.1149747915089 35.17222016697737, 128.1149408469641 35.16771183322911, 128.1094505813254 35.16773957933859)))","[[128.10945058132543, 35.167739579338594], [128.10948422285517, 35.17224791769636], [128.11497479150887, 35.17222016697737], [128.11494084696406, 35.167711833229106], [128.10945058132543, 35.167739579338594]]",POINT (128.1122126105064 35.16997989504803),1348.0,361.0,309,0,3,0,0,0,0,0,0
310,�쇰씪53b88a,칠암동,"MULTIPOLYGON (((128.0876192057796 35.18588148092972, 128.0876516640508 35.19038982375837, 128.093143474945 35.1903630506441, 128.093110713383 35.18585471226157, 128.0876192057796 35.18588148092972)))","[[128.08761920577956, 35.18588148092972], [128.08765166405084, 35.19038982375837], [128.093143474945, 35.1903630506441], [128.093110713383, 35.18585471226157], [128.08761920577956, 35.18588148092972]]",POINT (128.0903812643885 35.18812228765008),1333.0,438.0,310,0,1,0,1,0,0,1,0
312,�쇰씪66a85a,진성면,"MULTIPOLYGON (((128.2246645052142 35.15808818808805, 128.2247044919284 35.1625964277695, 128.2301942822564 35.16256346253071, 128.2301539926997 35.15805522832548, 128.2246645052142 35.15808818808805)))","[[128.2246645052142, 35.15808818808805], [128.22470449192838, 35.1625964277695], [128.23019428225638, 35.16256346253071], [128.2301539926997, 35.15805522832548], [128.2246645052142, 35.15808818808805]]",POINT (128.227429317838 35.16032584740809),35.0,19.0,312,0,1,0,0,0,0,0,0
313,�쇰씪61a83a,금곡면,"MULTIPOLYGON (((128.1696214024522 35.14037090460038, 128.1696583278232 35.14487921035152, 128.1751469928853 35.14484875278963, 128.1751097649217 35.14034045209932, 128.1696214024522 35.14037090460038)))","[[128.1696214024522, 35.14037090460038], [128.16965832782316, 35.14487921035152], [128.17514699288526, 35.144848752789635], [128.17510976492173, 35.14034045209932], [128.1696214024522, 35.14037090460038]]",POINT (128.1723841218479 35.14260985067666),21.0,18.0,313,0,0,0,0,0,0,0,0
314,�쇰씪50b88a,이현동,"MULTIPOLYGON (((128.0546700111715 35.18603686446324, 128.0547006496651 35.19054523310023, 128.0601925027998 35.19051995408935, 128.0601615610061 35.18601158965038, 128.0546700111715 35.18603686446324)))","[[128.05467001117145, 35.18603686446324], [128.05470064966508, 35.19054523310023], [128.06019250279982, 35.190519954089346], [128.06016156100608, 35.186011589650384], [128.05467001117145, 35.18603686446324]]",POINT (128.0574311810179 35.18827843107773),1404.0,332.0,314,0,1,0,0,0,0,0,0
316,�쇰씪55b88b,하대동,"MULTIPOLYGON (((128.1096188637033 35.1902812372242, 128.1096525426059 35.19478955862938, 128.1151446273444 35.1947617848553, 128.1151106450902 35.19025346806215, 128.1096188637033 35.1902812372242)))","[[128.10961886370333, 35.1902812372242], [128.1096525426059, 35.19478955862938], [128.11514462734436, 35.1947617848553], [128.11511064509017, 35.190253468062146], [128.10961886370333, 35.1902812372242]]",POINT (128.1123816695292 35.19252153294765),1075.0,264.0,316,0,2,0,0,0,0,0,0
317,�쇰씪51a88b,이현동,"MULTIPOLYGON (((128.0601925027998 35.19051995408935, 128.0602234514653 35.19502831514171, 128.0657156010942 35.19500278287122, 128.0656843490628 35.19049442605868, 128.0601925027998 35.19051995408935)))","[[128.06019250279982, 35.190519954089346], [128.06022345146528, 35.19502831514171], [128.06571560109424, 35.19500278287122], [128.06568434906285, 35.19049442605868], [128.06019250279982, 35.190519954089346]]",POINT (128.0629539759615 35.19276139029557),2372.0,644.0,317,0,3,1,0,1,0,0,0
318,�쇰씪76b84a,이반성면,"MULTIPOLYGON (((128.3398491133628 35.14832756679952, 128.3398954387578 35.15283568963318, 128.3453844215395 35.15279751392032, 128.345337793481 35.14828939742907, 128.3398491133628 35.14832756679952)))","[[128.3398491133628, 35.14832756679952], [128.33989543875776, 35.15283568963318], [128.3453844215395, 35.15279751392032], [128.34533779348095, 35.14828939742907], [128.3398491133628, 35.14832756679952]]",POINT (128.3426166915689 35.15056256266695),0.0,0.0,318,0,0,0,0,0,0,0,0
319,�쇰씪49b92a,명석면,"MULTIPOLYGON (((128.0439273331052 35.22215358762357, 128.0439574183926 35.22666193744517, 128.0494517139195 35.22663712353835, 128.0494213247897 35.22212877783561, 128.0439273331052 35.22215358762357)))","[[128.0439273331052, 35.22215358762357], [128.04395741839264, 35.22666193744517], [128.0494517139195, 35.226637123538346], [128.04942132478973, 35.222128777835614], [128.0439273331052, 35.22215358762357]]",POINT (128.0466894474121 35.22439537739027),15.0,6.0,319,0,0,0,0,0,0,0,0
320,�쇰씪61a80a,금곡면,"MULTIPOLYGON (((128.1694000223365 35.11332099881555, 128.1694368985422 35.11782932493084, 128.1749237490563 35.1177988977258, 128.1748865706609 35.11329057666807, 128.1694000223365 35.11332099881555)))","[[128.16940002233653, 35.11332099881555], [128.16943689854222, 35.11782932493084], [128.17492374905632, 35.1177988977258], [128.1748865706609, 35.11329057666807], [128.16940002233653, 35.11332099881555]]",POINT (128.172161809976 35.11555997023086),11.0,8.0,320,0,0,0,0,0,0,0,0
321,�쇰씪62b87a,금곡면,"MULTIPOLYGON (((128.1863893655038 35.17634502992136, 128.1864272659157 35.18085329318968, 128.1919183290894 35.18082204838375, 128.1918801255526 35.17631379030469, 128.1863893655038 35.17634502992136)))","[[128.18638936550377, 35.176345029921364], [128.18642726591565, 35.18085329318968], [128.19191832908945, 35.180822048383746], [128.19188012555256, 35.17631379030469], [128.18638936550377, 35.176345029921364]]",POINT (128.1891537713388 35.17858356119369),9.0,0.0,321,0,0,0,0,0,0,0,0
323,�쇰씪55a88b,하대동,"MULTIPOLYGON (((128.1041270748386 35.19030875737594, 128.1041604503879 35.19481708335177, 128.1096525426059 35.19478955862938, 128.1096188637033 35.1902812372242, 128.1041270748386 35.19030875737594)))","[[128.10412707483863, 35.19030875737594], [128.1041604503879, 35.194817083351765], [128.1096525426059, 35.19478955862938], [128.10961886370333, 35.1902812372242], [128.10412707483863, 35.19030875737594]]",POINT (128.1068897327286 35.19254917990028),0.0,,323,0,0,0,0,0,0,0,0
324,�쇰씪67a83b,진성면,"MULTIPOLYGON (((128.2355217481166 35.14449731339308, 128.2355623134816 35.14900555228672, 128.2410511775334 35.14897210625245, 128.2410103095316 35.14446387291585, 128.2355217481166 35.14449731339308)))","[[128.23552174811664, 35.14449731339308], [128.23556231348155, 35.149005552286724], [128.2410511775334, 35.14897210625245], [128.24101030953156, 35.14446387291585], [128.23552174811664, 35.14449731339308]]",POINT (128.2382863869762 35.14673473193123),0.0,0.0,324,0,0,0,0,0,0,0,0
325,�쇰씪44b95a,명석면,"MULTIPOLYGON (((127.9891494308311 35.24943825482703, 127.9891765136765 35.25394662326301, 127.9946726975377 35.25392428069815, 127.9946453104307 35.24941591596959, 127.9891494308311 35.24943825482703)))","[[127.98914943083109, 35.249438254827034], [127.98917651367653, 35.25394662326301], [127.99467269753765, 35.25392428069815], [127.99464531043071, 35.249415915969585], [127.98914943083109, 35.249438254827034]]",POINT (127.9919109879936 35.25168128949016),17.0,8.0,325,0,0,0,0,0,0,0,0
329,�쇰씪70b92a,지수면,"MULTIPOLYGON (((128.2746683999753 35.22089693197065, 128.2747112451863 35.2254050731672, 128.2802051991718 35.22536978741556, 128.280162050194 35.22086165207594, 128.2746683999753 35.22089693197065)))","[[128.2746683999753, 35.22089693197065], [128.27471124518627, 35.2254050731672], [128.2802051991718, 35.22536978741556], [128.28016205019395, 35.22086165207594], [128.2746683999753, 35.22089693197065]]",POINT (128.2774367234333 35.22313338193468),6.0,0.0,329,0,0,0,0,0,0,0,0
331,�쇰씪55a99a,미천면,"MULTIPOLYGON (((128.1048295201047 35.2849828905863, 128.1048630516535 35.28949114531913, 128.1103615298738 35.28946352449799, 128.1103276935539 35.28495527434629, 128.1048295201047 35.2849828905863)))","[[128.10482952010466, 35.2849828905863], [128.10486305165347, 35.28949114531913], [128.11036152987376, 35.28946352449799], [128.11032769355393, 35.28495527434629], [128.10482952010466, 35.2849828905863]]",POINT (128.1075954486421 35.28722322951483),0.0,0.0,331,0,1,0,0,0,0,0,0
332,�쇰씪71b92b,지수면,"MULTIPOLYGON (((128.2856991435751 35.22533425236152, 128.2857426059675 35.22984237839209, 128.2912368445512 35.22980658809674, 128.2911930783288 35.22529846800651, 128.2856991435751 35.22533425236152)))","[[128.28569914357513, 35.22533425236152], [128.28574260596747, 35.229842378392085], [128.2912368445512, 35.22980658809674], [128.29119307832877, 35.225298468006514], [128.28569914357513, 35.22533425236152]]",POINT (128.2884679179044 35.22757044249487),51.0,9.999999999999998,332,0,0,0,0,0,0,0,0
333,�쇰씪51b89a,상봉동,"MULTIPOLYGON (((128.0657156010942 35.19500278287122, 128.0657468600663 35.1995111362965, 128.0712393061864 35.19948535068421, 128.0712077437827 35.19497700154056, 128.0657156010942 35.19500278287122)))","[[128.06571560109424, 35.19500278287122], [128.06574686006627, 35.1995111362965], [128.0712393061864, 35.19948535068421], [128.07120774378265, 35.194977001540565], [128.06571560109424, 35.19500278287122]]",POINT (128.068477377637 35.19724408860685),2767.0,905.0,333,0,4,0,0,0,0,0,0
334,�쇰씪39a93b,수곡면,"MULTIPOLYGON (((127.9286231971803 35.23614227071656, 127.9286469172574 35.240650687338, 127.9341422509403 35.24063110030094, 127.9341182267906 35.23612268693027, 127.9286231971803 35.23614227071656)))","[[127.9286231971803, 35.23614227071656], [127.92864691725737, 35.240650687338], [127.93414225094031, 35.24063110030094], [127.93411822679057, 35.236122686930266], [127.9286231971803, 35.23614227071656]]",POINT (127.9313826479321 35.23838670711222),8.0,0.0,334,0,0,0,0,0,0,0,0
336,�쇰씪47b82b,내동면,"MULTIPOLYGON (((128.0214039883909 35.13659073895755, 128.0214327367433 35.14109916912015, 128.0269212969974 35.14107542767415, 128.0268922460759 35.13656700145675, 128.0214039883909 35.13659073895755)))","[[128.0214039883909, 35.13659073895755], [128.02143273674335, 35.14109916912015], [128.02692129699736, 35.14107542767415], [128.02689224607593, 35.13656700145675], [128.0214039883909, 35.13659073895755]]",POINT (128.0241625669172 35.13883310501645),7.000000000000001,0.0,336,0,0,0,0,0,0,0,0
337,�쇰씪43a85a,대평면,"MULTIPOLYGON (((127.9721395737008 35.15933547774776, 127.9721656277837 35.1638439246677, 127.977655756995 35.16382240252929, 127.9776293999949 35.15931395918475, 127.9721395737008 35.15933547774776)))","[[127.97213957370083, 35.15933547774776], [127.97216562778367, 35.163843924667695], [127.97765575699503, 35.16382240252929], [127.97762939999494, 35.15931395918475], [127.97213957370083, 35.15933547774776]]",POINT (127.9748975894968 35.16157896176426),6.0,0.0,337,0,0,0,0,0,0,0,0
